date;vendor;category;amount
2025-10-26;Larkspur Media;repairs;178.84
2025-11-23;Harbor Logistics;rent;53.13
2025-07-14;Kestrel Software;travel;216.53
2025-06-06;Delta Facilities;stationery;109.98
2025-12-15;Larkspur Media;repairs;1246.11
2025-10-24;Beacon Print Co;travel;760.72
2025-02-13;Atlas Freight;rent;120.23
2025-07-03;Beacon Print Co;logistics;4517.21
2025-08-13;Beacon Print Co;telecom;5076.49
2025-03-16;Harbor Logistics;software;5238.82
2025-04-23;Atlas Freight;repairs;104.66
2025-01-21;Northwind Supplies;rent;78.54
2025-07-09;Delta Facilities;telecom;12.29
2025-05-30;Northwind Supplies;software;42.08
2025-12-02;Harbor Logistics;repairs;4171.17
2025-03-01;Delta Facilities;travel;31.59
2025-03-21;Harbor Logistics;software;377.33
2025-02-11;Harbor Logistics;stationery;2570.36
2025-06-12;Larkspur Media;telecom;14.84
2025-11-20;Pinemark Services;telecom;73.21
2025-01-23;Atlas Freight;rent;1649.94
2025-03-10;Harbor Logistics;telecom;811.97
2025-10-27;Granite Works Ltd;training;324.24
2025-08-21;Northwind Supplies;stationery;2677.19
2025-12-11;Harbor Logistics;telecom;330.33
2025-11-01;Northwind Supplies;logistics;23.65
2025-11-24;Harbor Logistics;advertising;139.93
2025-08-28;Pinemark Services;training;39.27
2025-10-06;Beacon Print Co;software;24.85
2025-01-09;Northwind Supplies;repairs;2246.46
2025-08-13;Pinemark Services;repairs;10.11
2025-11-23;Beacon Print Co;training;39.35
2025-04-17;Larkspur Media;advertising;2955.34
2025-05-07;Kestrel Software;rent;230.10
2025-10-01;Larkspur Media;advertising;1133.64
2025-01-23;Northwind Supplies;advertising;0.34
2025-06-24;Beacon Print Co;rent;774.16
2025-10-12;Atlas Freight;telecom;1299.27
2025-12-01;Atlas Freight;repairs;3835.19
2025-12-22;Atlas Freight;stationery;59.80
2025-09-24;Beacon Print Co;training;286.89
2025-08-17;Beacon Print Co;logistics;2.33
2025-11-06;Northwind Supplies;travel;311282.53
2025-03-10;Northwind Supplies;stationery;33.87
2025-06-24;Larkspur Media;travel;34277.27
2025-11-28;Copperfield Repairs;repairs;7.70
2025-10-17;Harbor Logistics;software;15.01
2025-12-15;Pinemark Services;advertising;2400.98
2025-12-04;Harbor Logistics;repairs;58.01
2025-08-24;Atlas Freight;repairs;922.40
2025-06-28;Pinemark Services;telecom;7223583.27
2025-01-14;Copperfield Repairs;telecom;1096.49
2025-12-31;Granite Works Ltd;telecom;27.83
2025-11-16;Northwind Supplies;advertising;1292.91
2025-09-12;Delta Facilities;logistics;10508.62
2025-03-25;Harbor Logistics;repairs;34.57
2025-02-28;Atlas Freight;logistics;24498.82
2025-07-01;Kestrel Software;software;19118.03
2025-02-09;Atlas Freight;travel;197.93
2025-07-06;Kestrel Software;repairs;27.15
2025-05-29;Northwind Supplies;stationery;34.00
2025-12-27;Kestrel Software;telecom;11.74
2025-05-12;Larkspur Media;travel;34.39
2025-11-05;Northwind Supplies;repairs;1455.58
2025-07-02;Pinemark Services;logistics;6.31
2025-01-11;Delta Facilities;logistics;627.29
2025-04-04;Delta Facilities;telecom;2109.34
2025-08-14;Pinemark Services;training;36.09
2025-07-15;Atlas Freight;logistics;2712.10
2025-02-19;Beacon Print Co;repairs;362.31
2025-07-28;Copperfield Repairs;advertising;359.33
2025-04-18;Copperfield Repairs;logistics;65.82
2025-02-17;Granite Works Ltd;rent;204.38
2025-05-20;Larkspur Media;training;50.53
2025-06-09;Pinemark Services;logistics;1235.71
2025-01-08;Pinemark Services;rent;4959.04
2025-12-06;Granite Works Ltd;training;7.35
2025-01-19;Northwind Supplies;advertising;332.92
2025-03-17;Kestrel Software;training;10.25
2025-09-27;Granite Works Ltd;stationery;28.39
2025-01-17;Delta Facilities;advertising;1950.47
2025-05-24;Harbor Logistics;logistics;10165.53
2025-02-23;Harbor Logistics;training;273.00
2025-06-19;Granite Works Ltd;stationery;3052.83
2025-09-24;Delta Facilities;telecom;301.21
2025-08-01;Beacon Print Co;travel;744.75
2025-06-03;Harbor Logistics;logistics;70.44
2025-12-17;Copperfield Repairs;travel;58.31
2025-05-08;Northwind Supplies;advertising;493.20
2025-01-25;Kestrel Software;telecom;10336.67
2025-03-18;Kestrel Software;telecom;924.52
2025-11-22;Granite Works Ltd;logistics;452.44
2025-10-05;Atlas Freight;telecom;1688.33
2025-09-06;Harbor Logistics;stationery;218.75
2025-04-10;Kestrel Software;stationery;45.78
2025-09-17;Harbor Logistics;advertising;544.52
2025-09-27;Larkspur Media;logistics;1293.46
2025-10-12;Kestrel Software;repairs;12663.55
2025-07-10;Granite Works Ltd;logistics;2957.32
2025-05-24;Copperfield Repairs;telecom;43.63
2025-05-16;Copperfield Repairs;rent;261.70
2025-08-11;Larkspur Media;training;568.01
2025-01-11;Pinemark Services;travel;354.84
2025-06-06;Delta Facilities;travel;7391.23
2025-04-27;Beacon Print Co;training;430.65
2025-03-14;Granite Works Ltd;advertising;1094.59
2025-04-28;Pinemark Services;software;162.43
2025-02-11;Larkspur Media;software;1495.53
2025-10-24;Kestrel Software;telecom;5.00
2025-12-04;Northwind Supplies;repairs;35.86
2025-11-13;Granite Works Ltd;stationery;629.27
2025-02-03;Delta Facilities;logistics;42.77
2025-12-20;Granite Works Ltd;software;29.99
2025-02-14;Kestrel Software;telecom;14.45
2025-10-08;Atlas Freight;training;404.16
2025-09-03;Larkspur Media;stationery;119.28
2025-02-16;Copperfield Repairs;rent;2189.01
2025-11-24;Harbor Logistics;rent;1362.95
2025-04-20;Atlas Freight;advertising;235.67
2025-04-21;Pinemark Services;repairs;103.81
2025-01-17;Northwind Supplies;telecom;64.66
2025-08-14;Larkspur Media;travel;60.68
2025-02-04;Harbor Logistics;logistics;1216.13
2025-10-03;Larkspur Media;stationery;29.68
2025-06-29;Pinemark Services;travel;219.81
2025-06-10;Harbor Logistics;rent;70.38
2025-08-11;Copperfield Repairs;stationery;1197.71
2025-12-29;Northwind Supplies;travel;717678.39
2025-01-09;Beacon Print Co;travel;959.86
2025-01-07;Copperfield Repairs;travel;2700.17
2025-12-05;Harbor Logistics;advertising;2584.28
2025-08-16;Copperfield Repairs;logistics;2076.02
2025-02-25;Harbor Logistics;repairs;2235.64
2025-06-24;Northwind Supplies;rent;80172.20
2025-04-18;Atlas Freight;advertising;126.41
2025-06-16;Granite Works Ltd;stationery;1073.54
2025-10-21;Northwind Supplies;telecom;145.47
2025-11-18;Pinemark Services;stationery;78.24
2025-01-10;Pinemark Services;stationery;2224.22
2025-12-27;Atlas Freight;rent;75.44
2025-05-11;Delta Facilities;repairs;148364.72
2025-12-03;Northwind Supplies;logistics;1455.42
2025-05-19;Harbor Logistics;software;1052.67
2025-06-25;Delta Facilities;stationery;17.88
2025-11-05;Copperfield Repairs;advertising;5433.47
2025-05-08;Kestrel Software;travel;114.35
2025-01-01;Pinemark Services;logistics;700.04
2025-05-01;Granite Works Ltd;training;2896.10
2025-12-31;Granite Works Ltd;repairs;14.63
2025-08-22;Copperfield Repairs;logistics;395.91
2025-11-04;Northwind Supplies;stationery;498.56
2025-09-17;Atlas Freight;advertising;143.66
2025-04-02;Pinemark Services;advertising;326.54
2025-05-21;Kestrel Software;advertising;20.52
2025-09-07;Beacon Print Co;stationery;2460.16
2025-09-12;Granite Works Ltd;repairs;112.92
2025-05-26;Kestrel Software;stationery;69.76
2025-07-29;Northwind Supplies;software;337.16
2025-08-15;Kestrel Software;training;38.05
2025-12-04;Northwind Supplies;training;96.83
2025-02-03;Atlas Freight;telecom;1109.54
2025-03-23;Granite Works Ltd;logistics;13848.83
2025-11-22;Copperfield Repairs;repairs;124.53
2025-09-27;Kestrel Software;telecom;10502.12
2025-12-13;Larkspur Media;repairs;497.98
2025-09-10;Beacon Print Co;telecom;1.39
2025-10-18;Northwind Supplies;telecom;52174.38
2025-01-21;Delta Facilities;logistics;382.46
2025-01-31;Copperfield Repairs;rent;3.41
2025-02-20;Atlas Freight;logistics;11521.93
2025-12-18;Larkspur Media;logistics;1799.72
2025-03-04;Delta Facilities;advertising;52958.14
2025-07-12;Harbor Logistics;travel;917.20
2025-09-07;Harbor Logistics;travel;11529.52
2025-10-11;Atlas Freight;advertising;172.03
2025-12-26;Copperfield Repairs;travel;51.69
2025-06-12;Harbor Logistics;rent;254.19
2025-09-13;Pinemark Services;stationery;91.71
2025-02-03;Granite Works Ltd;stationery;835.06
2025-10-02;Delta Facilities;telecom;24.07
2025-05-18;Delta Facilities;advertising;13847.41
2025-02-16;Beacon Print Co;stationery;29089.89
2025-05-21;Copperfield Repairs;advertising;254.27
2025-12-23;Pinemark Services;logistics;305.97
2025-08-06;Larkspur Media;training;154.06
2025-10-09;Granite Works Ltd;training;5874.65
2025-10-09;Beacon Print Co;advertising;146.11
2025-08-01;Atlas Freight;repairs;5497.20
2025-02-13;Larkspur Media;software;29734.41
2025-12-20;Granite Works Ltd;telecom;441.79
2025-11-04;Beacon Print Co;advertising;8.72
2025-10-06;Larkspur Media;travel;21347.45
2025-11-16;Granite Works Ltd;rent;1404.10
2025-08-18;Delta Facilities;stationery;2.26
2025-03-19;Kestrel Software;stationery;10034.00
2025-11-24;Northwind Supplies;repairs;16.29
2025-06-26;Northwind Supplies;software;69.80
2025-03-27;Kestrel Software;repairs;5189.72
2025-06-09;Granite Works Ltd;travel;18.07
2025-11-25;Pinemark Services;repairs;331.32
2025-06-06;Delta Facilities;advertising;484.55
2025-12-08;Pinemark Services;telecom;663.85
2025-02-22;Beacon Print Co;training;557.90
2025-10-15;Kestrel Software;travel;3000.19
2025-10-12;Larkspur Media;advertising;112.34
2025-09-20;Granite Works Ltd;telecom;732.93
2025-05-11;Atlas Freight;telecom;3868.68
2025-04-12;Larkspur Media;software;682.70
2025-05-16;Harbor Logistics;repairs;229.42
2025-12-07;Northwind Supplies;telecom;53.97
2025-03-25;Larkspur Media;training;70.31
2025-06-15;Pinemark Services;software;248.17
2025-12-30;Granite Works Ltd;rent;11.60
2025-06-07;Harbor Logistics;telecom;534.45
2025-02-11;Harbor Logistics;telecom;8.89
2025-08-07;Larkspur Media;stationery;828.67
2025-04-03;Pinemark Services;travel;43.95
2025-06-20;Harbor Logistics;software;2182.07
2025-04-15;Beacon Print Co;travel;98.71
2025-10-30;Pinemark Services;logistics;2751.83
2025-06-12;Copperfield Repairs;travel;35.55
2025-05-30;Delta Facilities;software;376.23
2025-09-08;Northwind Supplies;stationery;127.93
2025-08-07;Harbor Logistics;advertising;27090.67
2025-06-30;Harbor Logistics;telecom;38.92
2025-06-17;Copperfield Repairs;repairs;335.70
2025-04-23;Kestrel Software;stationery;543.17
2025-03-08;Harbor Logistics;telecom;28.25
2025-02-08;Northwind Supplies;travel;1943.84
2025-12-13;Copperfield Repairs;stationery;35.99
2025-05-08;Granite Works Ltd;rent;1641.63
2025-06-27;Harbor Logistics;logistics;1277.86
2025-03-15;Beacon Print Co;software;783.29
2025-11-06;Copperfield Repairs;repairs;109262.90
2025-03-28;Kestrel Software;travel;4237.60
2025-04-20;Atlas Freight;software;66378.57
2025-01-16;Granite Works Ltd;logistics;408.54
2025-05-21;Atlas Freight;travel;20.81
2025-12-05;Northwind Supplies;travel;194.78
2025-03-30;Atlas Freight;logistics;187.61
2025-07-21;Granite Works Ltd;rent;644.98
2025-03-12;Atlas Freight;advertising;158.85
2025-03-10;Atlas Freight;stationery;258.31
2025-01-25;Granite Works Ltd;repairs;7.34
2025-11-21;Harbor Logistics;training;1916.58
2025-09-25;Granite Works Ltd;advertising;12630.93
2025-01-28;Larkspur Media;travel;2241.47
2025-07-20;Copperfield Repairs;logistics;6028.03
2025-11-05;Granite Works Ltd;rent;143.43
2025-07-14;Granite Works Ltd;logistics;959.40
2025-10-18;Kestrel Software;training;595.44
2025-01-18;Pinemark Services;travel;34.34
2025-10-26;Harbor Logistics;travel;23.23
2025-12-08;Northwind Supplies;advertising;100.13
2025-01-04;Harbor Logistics;training;123.98
2025-02-18;Northwind Supplies;training;199.40
2025-01-10;Kestrel Software;telecom;219.74
2025-04-28;Beacon Print Co;software;1.19
2025-02-04;Harbor Logistics;telecom;16.68
2025-03-14;Atlas Freight;advertising;61.45
2025-03-24;Northwind Supplies;software;7.20
2025-09-23;Delta Facilities;rent;60.94
2025-08-09;Larkspur Media;repairs;49.50
2025-02-02;Harbor Logistics;rent;6.85
2025-02-18;Delta Facilities;stationery;19.77
2025-12-08;Pinemark Services;logistics;57.46
2025-05-10;Harbor Logistics;repairs;1412.93
2025-07-21;Larkspur Media;stationery;30198.79
2025-10-07;Larkspur Media;travel;421.09
2025-07-03;Copperfield Repairs;telecom;14497.76
2025-08-18;Copperfield Repairs;rent;357.89
2025-09-03;Beacon Print Co;logistics;13383.23
2025-08-28;Harbor Logistics;advertising;30.90
2025-08-24;Larkspur Media;training;374.95
2025-11-24;Kestrel Software;training;27.81
2025-07-27;Granite Works Ltd;logistics;375.67
2025-12-01;Delta Facilities;software;70.67
2025-11-13;Pinemark Services;stationery;20.82
2025-06-22;Beacon Print Co;stationery;30.47
2025-04-16;Copperfield Repairs;stationery;843.54
2025-08-07;Granite Works Ltd;rent;94.64
2025-12-13;Atlas Freight;telecom;130.45
2025-04-13;Delta Facilities;rent;1381.39
2025-02-13;Kestrel Software;training;70887.81
2025-01-09;Granite Works Ltd;training;533.92
2025-12-10;Kestrel Software;training;2803.38
2025-07-14;Atlas Freight;telecom;7.07
2025-03-15;Copperfield Repairs;advertising;1930.88
2025-01-12;Harbor Logistics;logistics;22.47
2025-03-13;Northwind Supplies;software;760.04
2025-04-18;Granite Works Ltd;travel;3.58
2025-02-26;Delta Facilities;rent;35.36
2025-03-17;Larkspur Media;telecom;96.38
2025-07-05;Northwind Supplies;travel;1049.31
2025-03-05;Atlas Freight;training;103.50
2025-11-17;Delta Facilities;rent;51.65
2025-06-03;Larkspur Media;training;691.27
2025-07-17;Pinemark Services;repairs;710.89
2025-12-02;Beacon Print Co;telecom;997.67
2025-07-15;Pinemark Services;logistics;304.28
2025-04-30;Kestrel Software;training;172.58
2025-02-12;Harbor Logistics;logistics;167.39
2025-05-18;Pinemark Services;telecom;21.63
2025-06-02;Beacon Print Co;logistics;686.54
2025-07-03;Delta Facilities;rent;241.14
2025-10-27;Delta Facilities;advertising;1556.42
2025-02-27;Larkspur Media;training;38.44
2025-06-18;Atlas Freight;advertising;1236.58
2025-02-03;Northwind Supplies;training;11.47
2025-09-06;Harbor Logistics;logistics;793.34
2025-06-06;Kestrel Software;travel;2626.08
2025-04-02;Northwind Supplies;repairs;14270.33
2025-07-25;Copperfield Repairs;logistics;63.15
2025-05-14;Beacon Print Co;stationery;66.74
2025-06-13;Atlas Freight;repairs;103.89
2025-08-05;Pinemark Services;software;279.08
2025-05-23;Atlas Freight;rent;37.60
2025-01-14;Larkspur Media;travel;74.16
2025-12-15;Delta Facilities;advertising;73.99
2025-07-25;Copperfield Repairs;stationery;110.52
2025-10-28;Larkspur Media;logistics;8443.10
2025-05-24;Pinemark Services;telecom;5366.60
2025-02-07;Kestrel Software;repairs;55.12
2025-05-01;Delta Facilities;stationery;3333.44
2025-07-18;Harbor Logistics;software;6537.73
2025-06-01;Kestrel Software;rent;46.10
2025-03-29;Harbor Logistics;stationery;33502.18
2025-08-30;Granite Works Ltd;stationery;7583.65
2025-01-15;Larkspur Media;rent;24.06
2025-08-28;Kestrel Software;stationery;4557.27
2025-04-16;Pinemark Services;rent;995.03
2025-01-06;Larkspur Media;stationery;5227.16
2025-09-02;Atlas Freight;travel;4572.83
2025-09-25;Granite Works Ltd;rent;179.64
2025-10-29;Granite Works Ltd;rent;9.49
2025-07-13;Delta Facilities;advertising;166.86
2025-04-30;Copperfield Repairs;stationery;33.93
2025-03-27;Northwind Supplies;telecom;632.69
2025-07-20;Granite Works Ltd;travel;1135.42
2025-02-28;Delta Facilities;stationery;28.64
2025-11-16;Harbor Logistics;travel;9.61
2025-02-19;Larkspur Media;rent;32.57
2025-12-27;Northwind Supplies;training;13.54
2025-04-01;Atlas Freight;rent;1.95
2025-10-15;Kestrel Software;telecom;1379.84
2025-02-18;Delta Facilities;rent;3167.39
2025-08-11;Granite Works Ltd;rent;1062.17
2025-09-30;Granite Works Ltd;stationery;12.36
2025-11-11;Pinemark Services;advertising;219.52
2025-01-24;Larkspur Media;rent;19.59
2025-01-25;Northwind Supplies;travel;2461.93
2025-09-29;Beacon Print Co;repairs;339.44
2025-05-19;Pinemark Services;logistics;4178.78
2025-04-11;Copperfield Repairs;repairs;62.74
2025-03-17;Northwind Supplies;training;23437.30
2025-06-29;Larkspur Media;logistics;41.09
2025-11-01;Pinemark Services;stationery;694.89
2025-04-08;Pinemark Services;software;21.16
2025-08-24;Kestrel Software;rent;213.53
2025-09-23;Atlas Freight;logistics;56.49
2025-07-08;Harbor Logistics;stationery;1318.07
2025-05-17;Delta Facilities;travel;4.24
2025-01-04;Atlas Freight;logistics;1015.59
2025-09-13;Kestrel Software;training;15661.56
2025-04-22;Delta Facilities;advertising;2974.87
2025-09-12;Copperfield Repairs;training;7.85
2025-07-26;Northwind Supplies;logistics;235.89
2025-07-29;Granite Works Ltd;software;132.65
2025-08-20;Larkspur Media;telecom;230.89
2025-02-06;Atlas Freight;telecom;343.71
2025-09-05;Copperfield Repairs;software;78.53
2025-01-29;Larkspur Media;software;127.24
2025-04-27;Harbor Logistics;telecom;2513.64
2025-10-11;Copperfield Repairs;travel;3711.02
2025-12-11;Delta Facilities;logistics;1147.39
2025-11-02;Pinemark Services;advertising;16968.23
2025-04-05;Copperfield Repairs;training;387.79
2025-02-27;Copperfield Repairs;training;861.87
2025-01-06;Delta Facilities;repairs;59.39
2025-04-21;Harbor Logistics;logistics;152.70
2025-03-26;Atlas Freight;stationery;180.49
2025-01-13;Pinemark Services;telecom;1548.95
2025-09-14;Beacon Print Co;advertising;3572.50
2025-02-03;Pinemark Services;travel;240.21
2025-02-14;Northwind Supplies;logistics;645.60
2025-05-18;Northwind Supplies;advertising;18124.34
2025-09-09;Harbor Logistics;stationery;704.68
2025-02-07;Pinemark Services;advertising;311.83
2025-03-09;Northwind Supplies;software;4468.66
2025-11-22;Harbor Logistics;training;158.44
2025-03-01;Granite Works Ltd;advertising;42450.04
2025-02-17;Delta Facilities;stationery;532.91
2025-07-04;Copperfield Repairs;rent;5.06
2025-05-25;Atlas Freight;advertising;41.95
2025-08-26;Larkspur Media;logistics;300.06
2025-08-02;Kestrel Software;advertising;18.19
2025-01-30;Pinemark Services;rent;35.74
2025-03-15;Delta Facilities;telecom;781.85
2025-11-05;Delta Facilities;travel;3032.71
2025-11-08;Harbor Logistics;stationery;8878.32
2025-01-29;Atlas Freight;telecom;264914.27
2025-05-16;Copperfield Repairs;repairs;208.39
2025-02-25;Northwind Supplies;stationery;45.01
2025-10-26;Northwind Supplies;training;4938.93
2025-10-15;Delta Facilities;stationery;20.68
2025-07-21;Beacon Print Co;advertising;22.16
2025-04-16;Kestrel Software;logistics;5352.05
2025-10-14;Delta Facilities;rent;249532.51
2025-09-04;Copperfield Repairs;stationery;226.83
2025-10-17;Copperfield Repairs;rent;0.96
2025-03-18;Atlas Freight;stationery;33.59
2025-04-06;Copperfield Repairs;logistics;156.80
2025-05-25;Harbor Logistics;rent;228.65
2025-02-06;Larkspur Media;repairs;36.46
2025-01-14;Pinemark Services;stationery;193.16
2025-07-07;Atlas Freight;logistics;152.86
2025-07-05;Copperfield Repairs;logistics;4369.31
2025-07-10;Delta Facilities;travel;93636.08
2025-01-27;Larkspur Media;stationery;629.91
2025-10-17;Kestrel Software;rent;485.60
2025-01-02;Pinemark Services;advertising;114.01
2025-11-09;Northwind Supplies;repairs;398.72
2025-07-03;Beacon Print Co;training;2272.51
2025-03-13;Copperfield Repairs;rent;17196.78
2025-05-10;Granite Works Ltd;repairs;375.52
2025-07-02;Beacon Print Co;logistics;176.14
2025-12-02;Atlas Freight;telecom;6.37
2025-11-27;Granite Works Ltd;repairs;4.52
2025-10-26;Delta Facilities;software;50.13
2025-03-15;Pinemark Services;advertising;1200.27
2025-08-10;Atlas Freight;rent;72.88
2025-06-06;Pinemark Services;advertising;19310.93
2025-09-07;Copperfield Repairs;stationery;51.07
2025-08-31;Pinemark Services;repairs;186.47
2025-06-13;Copperfield Repairs;software;875.30
2025-08-03;Beacon Print Co;telecom;151.10
2025-04-17;Kestrel Software;stationery;214.32
2025-03-17;Harbor Logistics;travel;7288.43
2025-05-21;Copperfield Repairs;advertising;61.98
2025-01-03;Pinemark Services;travel;17.47
2025-12-08;Harbor Logistics;stationery;2960.14
2025-04-17;Pinemark Services;logistics;97.07
2025-09-11;Kestrel Software;training;238.97
2025-01-09;Beacon Print Co;telecom;4558.58
2025-07-23;Larkspur Media;training;14560.83
2025-09-18;Harbor Logistics;repairs;809.53
2025-11-26;Beacon Print Co;travel;12.73
2025-04-06;Harbor Logistics;repairs;243.02
2025-05-25;Granite Works Ltd;logistics;116.98
2025-08-21;Northwind Supplies;rent;1086.96
2025-12-21;Pinemark Services;repairs;193.82
2025-03-07;Beacon Print Co;repairs;63.39
2025-12-12;Larkspur Media;software;931.56
2025-09-06;Atlas Freight;training;74406.06
2025-03-29;Beacon Print Co;telecom;31.77
2025-02-25;Copperfield Repairs;telecom;3.49
2025-04-07;Northwind Supplies;advertising;140.59
2025-10-01;Harbor Logistics;training;174.87
2025-02-12;Kestrel Software;software;226.24
2025-05-24;Northwind Supplies;rent;235.89
2025-10-12;Harbor Logistics;training;1532.94
2025-05-18;Northwind Supplies;training;8.30
2025-12-08;Larkspur Media;repairs;125.06
2025-05-24;Delta Facilities;travel;78.09
2025-03-13;Delta Facilities;software;23.74
2025-04-05;Copperfield Repairs;telecom;66.13
2025-05-25;Northwind Supplies;stationery;990.36
2025-03-23;Atlas Freight;repairs;65.10
2025-04-23;Copperfield Repairs;software;301.47
2025-07-05;Pinemark Services;logistics;75.47
2025-03-07;Copperfield Repairs;training;380.31
2025-09-03;Granite Works Ltd;training;77.60
2025-09-25;Harbor Logistics;software;120.61
2025-04-13;Beacon Print Co;advertising;15912.04
2025-11-18;Northwind Supplies;advertising;6787.54
2025-10-01;Kestrel Software;logistics;3.29
2025-06-27;Granite Works Ltd;software;8577.57
2025-05-08;Beacon Print Co;travel;572.00
2025-10-23;Granite Works Ltd;rent;58914.33
2025-03-22;Larkspur Media;advertising;1768.08
2025-02-25;Pinemark Services;software;5946.96
2025-12-18;Atlas Freight;telecom;31.50
2025-10-10;Kestrel Software;logistics;1933.34
2025-08-03;Harbor Logistics;repairs;8.24
2025-11-27;Delta Facilities;logistics;5543.42
2025-03-13;Delta Facilities;telecom;11.47
2025-06-05;Atlas Freight;telecom;40.03
2025-06-24;Harbor Logistics;software;145.65
2025-04-08;Atlas Freight;training;690.83
2025-01-12;Atlas Freight;repairs;68.23
2025-07-23;Copperfield Repairs;logistics;1217.75
2025-06-28;Pinemark Services;software;2075.26
2025-05-11;Pinemark Services;repairs;128.11
2025-05-14;Harbor Logistics;logistics;2.02
2025-05-27;Delta Facilities;advertising;18.22
2025-01-19;Granite Works Ltd;repairs;7373.32
2025-04-20;Kestrel Software;rent;15.80
2025-12-19;Copperfield Repairs;software;104.15
2025-12-23;Copperfield Repairs;software;134.88
2025-11-05;Granite Works Ltd;telecom;967.50
2025-08-21;Kestrel Software;repairs;324.90
2025-08-11;Kestrel Software;travel;183.03
2025-05-09;Kestrel Software;stationery;157.59
2025-10-15;Beacon Print Co;advertising;65512.17
2025-11-21;Granite Works Ltd;rent;1575.23
2025-05-19;Harbor Logistics;software;3655.84
2025-06-10;Larkspur Media;software;6842.68
2025-02-18;Harbor Logistics;logistics;771.12
2025-07-04;Northwind Supplies;training;298.86
2025-02-22;Pinemark Services;repairs;1168.49
2025-10-03;Larkspur Media;advertising;55.60
2025-04-14;Delta Facilities;training;6.68
2025-07-22;Kestrel Software;software;470.65
2025-08-29;Harbor Logistics;repairs;11505.27
2025-04-03;Copperfield Repairs;telecom;3880.83
2025-05-08;Granite Works Ltd;stationery;1930.48
2025-04-16;Northwind Supplies;logistics;121.89
2025-02-07;Pinemark Services;software;285.69
2025-01-01;Kestrel Software;training;37.35
2025-10-03;Copperfield Repairs;rent;27290.61
2025-10-19;Beacon Print Co;logistics;132.78
2025-10-09;Atlas Freight;repairs;10581.18
2025-01-11;Granite Works Ltd;software;74.28
2025-06-05;Northwind Supplies;logistics;2863.66
2025-08-30;Harbor Logistics;training;1335.76
2025-04-17;Northwind Supplies;training;7.15
2025-08-26;Copperfield Repairs;rent;678.73
2025-12-11;Copperfield Repairs;advertising;10833.12
2025-10-28;Delta Facilities;logistics;6344.99
2025-03-24;Copperfield Repairs;logistics;27.67
2025-09-16;Granite Works Ltd;software;3009.85
2025-07-31;Granite Works Ltd;stationery;9722.66
2025-07-12;Delta Facilities;advertising;1296.80
2025-12-03;Kestrel Software;telecom;16267.70
2025-05-04;Pinemark Services;software;36.64
2025-10-01;Atlas Freight;repairs;1484.86
2025-02-13;Beacon Print Co;rent;111.76
2025-01-17;Larkspur Media;rent;2210.05
2025-02-09;Northwind Supplies;rent;101.62
2025-09-27;Pinemark Services;stationery;3436.02
2025-04-19;Northwind Supplies;stationery;180.35
2025-04-15;Copperfield Repairs;rent;34288.03
2025-11-28;Harbor Logistics;travel;742.37
2025-11-18;Kestrel Software;repairs;371.14
2025-03-27;Kestrel Software;travel;20.84
2025-12-21;Northwind Supplies;telecom;41.68
2025-06-20;Kestrel Software;software;761.66
2025-03-21;Harbor Logistics;repairs;413.56
2025-06-14;Beacon Print Co;rent;15828.48
2025-01-06;Kestrel Software;stationery;43.15
2025-09-23;Harbor Logistics;telecom;327.33
2025-02-11;Delta Facilities;software;438.48
2025-08-02;Atlas Freight;travel;36497.56
2025-12-03;Copperfield Repairs;software;40.81
2025-12-16;Copperfield Repairs;software;2.72
2025-09-25;Larkspur Media;telecom;1375.96
2025-11-01;Northwind Supplies;software;8.56
2025-09-05;Granite Works Ltd;logistics;623.71
2025-07-27;Delta Facilities;telecom;393.07
2025-08-11;Atlas Freight;repairs;5234.25
2025-03-06;Northwind Supplies;travel;26.31
2025-10-02;Northwind Supplies;advertising;23.17
2025-03-07;Delta Facilities;travel;16326.59
2025-02-05;Larkspur Media;travel;144.65
2025-09-16;Granite Works Ltd;training;477.29
2025-10-12;Beacon Print Co;logistics;3251.32
2025-09-14;Beacon Print Co;stationery;1334.45
2025-07-19;Kestrel Software;stationery;530.68
2025-02-07;Harbor Logistics;telecom;3493.17
2025-12-30;Copperfield Repairs;repairs;1031.14
2025-09-30;Beacon Print Co;software;255.10
2025-10-13;Kestrel Software;logistics;67.18
2025-08-05;Atlas Freight;rent;517.41
2025-11-12;Copperfield Repairs;stationery;1485.17
2025-10-10;Pinemark Services;rent;205.98
2025-03-02;Atlas Freight;stationery;1164.82
2025-10-13;Granite Works Ltd;repairs;5.31
2025-09-11;Delta Facilities;rent;37.44
2025-08-24;Delta Facilities;logistics;9.79
2025-03-10;Delta Facilities;logistics;7072.59
2025-02-13;Pinemark Services;software;184833.77
2025-05-07;Copperfield Repairs;logistics;14.55
2025-05-12;Granite Works Ltd;telecom;37.99
2025-02-25;Northwind Supplies;stationery;419.96
2025-05-16;Larkspur Media;repairs;601.98
2025-06-28;Beacon Print Co;logistics;6259.04
2025-05-14;Atlas Freight;telecom;4.95
2025-12-20;Pinemark Services;software;259.96
2025-03-12;Pinemark Services;telecom;2160.36
2025-12-02;Beacon Print Co;stationery;246.68
2025-06-16;Harbor Logistics;repairs;15.87
2025-06-13;Larkspur Media;telecom;68.62
2025-04-01;Beacon Print Co;training;154.30
2025-05-24;Northwind Supplies;telecom;5092.63
2025-10-09;Copperfield Repairs;rent;2.36
2025-06-26;Copperfield Repairs;software;3.97
