date;vendor;category;amount
2025-02-05;Delta Facilities;software;250.57
2025-08-07;Copperfield Repairs;telecom;50.53
2025-04-17;Copperfield Repairs;logistics;2716.00
2025-04-20;Larkspur Media;travel;500.09
2025-01-03;Harbor Logistics;travel;7272.00
2025-11-28;Kestrel Software;software;9080.10
2025-10-07;Harbor Logistics;repairs;4501.85
2025-09-05;Delta Facilities;training;1483.53
2025-07-19;Beacon Print Co;software;1500.00
2025-06-15;Northwind Supplies;software;2880.39
2025-11-18;Copperfield Repairs;telecom;489.00
2025-12-18;Kestrel Software;travel;2695.51
2025-07-09;Delta Facilities;telecom;100.00
2025-06-14;Harbor Logistics;telecom;3297.50
2025-07-10;Northwind Supplies;telecom;7285.28
2025-06-26;Pinemark Services;logistics;5115.00
2025-10-28;Copperfield Repairs;travel;3712.81
2025-06-08;Kestrel Software;logistics;100.99
2025-10-29;Atlas Freight;repairs;9359.65
2025-11-06;Northwind Supplies;stationery;9649.50
2025-02-13;Larkspur Media;repairs;4000.00
2025-10-23;Larkspur Media;repairs;3354.00
2025-08-22;Beacon Print Co;telecom;3244.99
2025-07-18;Copperfield Repairs;telecom;2431.00
2025-01-17;Northwind Supplies;travel;2865.99
2025-10-09;Delta Facilities;stationery;5925.00
2025-01-05;Kestrel Software;repairs;2000.50
2025-10-14;Kestrel Software;travel;5000.44
2025-06-27;Pinemark Services;telecom;3121.00
2025-09-23;Harbor Logistics;software;6512.00
2025-06-08;Kestrel Software;logistics;6590.00
2025-04-25;Kestrel Software;advertising;5000.56
2025-02-12;Delta Facilities;stationery;4500.99
2025-11-03;Harbor Logistics;telecom;2159.99
2025-03-11;Delta Facilities;rent;1000.50
2025-10-03;Delta Facilities;stationery;1500.00
2025-04-21;Harbor Logistics;advertising;9245.99
2025-06-23;Larkspur Media;software;1259.18
2025-11-27;Granite Works Ltd;advertising;4500.00
2025-01-15;Harbor Logistics;logistics;7986.50
2025-08-19;Delta Facilities;telecom;1321.00
2025-10-11;Beacon Print Co;telecom;8676.00
2025-06-16;Granite Works Ltd;logistics;4772.99
2025-02-25;Northwind Supplies;telecom;3173.50
2025-10-10;Delta Facilities;stationery;3683.00
2025-05-29;Copperfield Repairs;travel;2916.00
2025-05-22;Copperfield Repairs;logistics;50.00
2025-11-14;Northwind Supplies;software;100.00
2025-01-21;Harbor Logistics;repairs;735.99
2025-03-07;Harbor Logistics;rent;4762.72
2025-03-27;Beacon Print Co;advertising;4640.99
2025-04-28;Pinemark Services;repairs;5289.00
2025-04-09;Atlas Freight;telecom;780.00
2025-11-28;Delta Facilities;repairs;8995.00
2025-08-12;Kestrel Software;rent;1264.00
2025-10-24;Pinemark Services;logistics;9676.00
2025-07-06;Kestrel Software;stationery;1223.99
2025-05-04;Kestrel Software;repairs;2000.00
2025-02-16;Atlas Freight;rent;802.50
2025-03-30;Atlas Freight;repairs;668.00
2025-05-14;Copperfield Repairs;telecom;1431.00
2025-12-24;Beacon Print Co;stationery;1341.50
2025-11-24;Harbor Logistics;advertising;3285.99
2025-11-17;Atlas Freight;travel;6062.50
2025-05-06;Pinemark Services;rent;3237.96
2025-04-18;Beacon Print Co;repairs;3000.99
2025-04-26;Northwind Supplies;advertising;4843.86
2025-12-03;Delta Facilities;rent;4525.00
2025-11-29;Delta Facilities;telecom;4927.00
2025-12-12;Atlas Freight;training;4791.50
2025-02-10;Northwind Supplies;stationery;4761.00
2025-08-14;Copperfield Repairs;software;5000.00
2025-11-30;Atlas Freight;repairs;7367.50
2025-05-12;Granite Works Ltd;training;250.00
2025-05-04;Northwind Supplies;telecom;4987.99
2025-03-24;Granite Works Ltd;software;670.00
2025-10-28;Copperfield Repairs;logistics;713.22
2025-05-20;Larkspur Media;rent;2000.00
2025-03-18;Copperfield Repairs;software;2500.00
2025-09-21;Northwind Supplies;logistics;2323.00
2025-05-11;Delta Facilities;training;4535.00
2025-03-17;Atlas Freight;logistics;4700.00
2025-10-21;Granite Works Ltd;software;9726.00
2025-03-06;Pinemark Services;software;2960.37
2025-01-11;Kestrel Software;training;1864.00
2025-03-27;Harbor Logistics;stationery;5540.99
2025-07-16;Granite Works Ltd;logistics;5908.50
2025-09-09;Delta Facilities;rent;5488.31
2025-05-08;Copperfield Repairs;repairs;2251.00
2025-12-09;Granite Works Ltd;rent;4716.00
2025-09-03;Kestrel Software;repairs;4988.00
2025-10-05;Delta Facilities;software;4631.10
2025-05-28;Granite Works Ltd;travel;8438.99
2025-12-21;Northwind Supplies;software;1000.99
2025-11-22;Kestrel Software;software;2000.50
2025-07-17;Delta Facilities;stationery;1732.00
2025-06-08;Northwind Supplies;stationery;500.00
2025-01-03;Beacon Print Co;rent;4747.28
2025-12-08;Granite Works Ltd;rent;2720.00
2025-04-18;Kestrel Software;training;4937.00
2025-02-04;Granite Works Ltd;training;4752.00
2025-09-20;Larkspur Media;repairs;3176.00
2025-06-24;Beacon Print Co;advertising;1758.99
2025-11-22;Delta Facilities;repairs;4789.00
2025-03-23;Pinemark Services;logistics;6993.50
2025-04-13;Pinemark Services;repairs;3679.50
2025-08-19;Beacon Print Co;travel;2564.00
2025-03-07;Delta Facilities;training;4969.00
2025-08-26;Atlas Freight;advertising;3182.00
2025-10-20;Larkspur Media;logistics;200.52
2025-09-22;Northwind Supplies;logistics;5202.50
2025-08-21;Kestrel Software;advertising;100.99
2025-11-27;Northwind Supplies;software;6322.00
2025-03-19;Kestrel Software;advertising;100.00
2025-03-29;Pinemark Services;rent;7465.02
2025-10-19;Atlas Freight;rent;7481.99
2025-02-10;Delta Facilities;advertising;500.00
2025-11-08;Kestrel Software;travel;3117.12
2025-05-26;Kestrel Software;rent;2774.05
2025-09-12;Atlas Freight;stationery;9085.00
2025-10-10;Northwind Supplies;repairs;7602.50
2025-10-08;Northwind Supplies;repairs;5458.81
2025-04-23;Kestrel Software;logistics;500.00
2025-11-16;Harbor Logistics;rent;500.00
2025-05-12;Atlas Freight;telecom;4931.99
2025-01-18;Delta Facilities;stationery;4940.50
2025-03-08;Atlas Freight;rent;238.50
2025-07-14;Copperfield Repairs;stationery;6316.00
2025-07-28;Copperfield Repairs;rent;3829.09
2025-12-19;Copperfield Repairs;software;2548.00
2025-03-18;Larkspur Media;logistics;1649.00
2025-12-15;Larkspur Media;telecom;615.99
2025-01-26;Delta Facilities;software;1946.50
2025-07-23;Pinemark Services;advertising;1914.99
2025-08-07;Northwind Supplies;telecom;611.50
2025-08-27;Kestrel Software;training;1000.99
2025-02-09;Harbor Logistics;advertising;50.53
2025-12-17;Northwind Supplies;telecom;3778.00
2025-10-28;Northwind Supplies;travel;7929.01
2025-03-13;Northwind Supplies;stationery;5224.50
2025-03-22;Beacon Print Co;training;7500.50
2025-06-26;Beacon Print Co;telecom;50.99
2025-06-02;Northwind Supplies;telecom;4626.00
2025-06-23;Beacon Print Co;telecom;4537.00
2025-08-16;Kestrel Software;logistics;9156.00
2025-01-06;Copperfield Repairs;logistics;2182.00
2025-01-04;Pinemark Services;repairs;9668.32
2025-10-31;Copperfield Repairs;repairs;5478.99
2025-08-04;Kestrel Software;repairs;4883.50
2025-08-13;Harbor Logistics;training;8738.00
2025-06-23;Northwind Supplies;rent;4614.50
2025-02-21;Delta Facilities;logistics;4940.00
2025-08-11;Larkspur Media;advertising;7848.99
2025-08-20;Granite Works Ltd;software;4629.50
2025-04-10;Pinemark Services;stationery;4464.99
2025-12-26;Kestrel Software;logistics;7187.99
2025-03-31;Kestrel Software;software;4587.00
2025-08-25;Kestrel Software;stationery;8768.00
2025-12-09;Larkspur Media;logistics;4428.99
2025-05-26;Atlas Freight;advertising;4971.00
2025-11-13;Kestrel Software;training;9293.50
2025-02-28;Harbor Logistics;telecom;8041.00
2025-01-29;Granite Works Ltd;software;1500.00
2025-11-19;Atlas Freight;advertising;4800.00
2025-04-01;Granite Works Ltd;rent;6728.36
2025-01-01;Harbor Logistics;advertising;4004.51
2025-09-13;Pinemark Services;rent;8196.80
2025-10-11;Atlas Freight;software;7919.99
2025-06-12;Delta Facilities;software;132.99
2025-08-14;Harbor Logistics;logistics;833.99
2025-07-11;Copperfield Repairs;rent;6241.00
2025-05-26;Delta Facilities;training;4357.00
2025-03-31;Harbor Logistics;travel;2812.00
2025-10-12;Delta Facilities;travel;7999.00
2025-01-08;Delta Facilities;advertising;6875.00
2025-04-17;Kestrel Software;software;100.99
2025-08-09;Atlas Freight;rent;292.29
2025-02-22;Copperfield Repairs;telecom;8358.85
2025-02-18;Beacon Print Co;software;8651.99
2025-01-26;Pinemark Services;software;1452.50
2025-08-14;Harbor Logistics;rent;4770.00
2025-10-08;Atlas Freight;stationery;8637.17
2025-12-03;Granite Works Ltd;telecom;4857.99
2025-11-23;Copperfield Repairs;travel;500.02
2025-09-14;Copperfield Repairs;training;2500.99
2025-03-28;Northwind Supplies;travel;100.00
2025-11-06;Pinemark Services;advertising;6770.00
2025-10-25;Harbor Logistics;software;4519.50
2025-11-02;Copperfield Repairs;software;6865.99
2025-07-02;Copperfield Repairs;software;500.99
2025-12-10;Kestrel Software;advertising;6502.59
2025-06-16;Northwind Supplies;travel;4410.00
2025-05-12;Copperfield Repairs;telecom;150.50
2025-11-04;Kestrel Software;logistics;283.50
2025-08-21;Kestrel Software;logistics;4674.56
2025-11-09;Beacon Print Co;advertising;9317.50
2025-07-15;Delta Facilities;training;3000.00
2025-04-08;Kestrel Software;logistics;4789.00
2025-02-07;Larkspur Media;rent;100.00
2025-09-26;Atlas Freight;rent;9588.00
2025-12-28;Kestrel Software;repairs;7500.11
2025-04-20;Beacon Print Co;advertising;4569.00
2025-01-14;Copperfield Repairs;logistics;1825.99
2025-04-20;Larkspur Media;telecom;4634.00
2025-02-12;Beacon Print Co;logistics;4568.00
2025-11-22;Harbor Logistics;repairs;500.00
2025-06-26;Granite Works Ltd;software;8022.00
2025-06-04;Kestrel Software;repairs;3850.50
2025-08-23;Granite Works Ltd;software;5004.00
2025-07-21;Delta Facilities;rent;4607.50
2025-04-28;Granite Works Ltd;stationery;4839.00
2025-08-03;Larkspur Media;travel;7921.99
2025-06-30;Delta Facilities;travel;4562.00
2025-09-16;Beacon Print Co;repairs;4877.00
2025-09-21;Beacon Print Co;software;4609.50
2025-07-04;Delta Facilities;software;440.00
2025-06-09;Kestrel Software;travel;7445.99
2025-12-22;Delta Facilities;stationery;4805.00
2025-08-09;Delta Facilities;rent;9179.90
2025-11-29;Pinemark Services;software;4627.97
2025-10-24;Northwind Supplies;software;4000.00
2025-01-17;Copperfield Repairs;rent;188.50
2025-06-27;Granite Works Ltd;telecom;4611.00
2025-10-12;Copperfield Repairs;software;4922.00
2025-04-29;Delta Facilities;software;8806.50
2025-03-01;Larkspur Media;software;955.99
2025-01-21;Delta Facilities;software;5720.99
2025-12-19;Pinemark Services;rent;8148.00
2025-01-01;Pinemark Services;rent;6000.08
2025-06-29;Kestrel Software;software;4598.00
2025-06-23;Granite Works Ltd;advertising;7504.00
2025-03-21;Delta Facilities;training;3834.50
2025-05-02;Northwind Supplies;training;100.99
2025-09-25;Harbor Logistics;training;4618.00
2025-04-17;Copperfield Repairs;repairs;7144.99
2025-11-27;Delta Facilities;advertising;4772.50
2025-11-07;Harbor Logistics;repairs;1500.50
2025-10-11;Delta Facilities;stationery;300.00
2025-01-22;Atlas Freight;software;4119.00
2025-01-12;Kestrel Software;training;3387.24
2025-04-09;Beacon Print Co;stationery;7830.79
2025-07-15;Beacon Print Co;rent;8863.00
2025-03-12;Harbor Logistics;repairs;4779.50
2025-06-19;Pinemark Services;travel;3959.50
2025-04-10;Kestrel Software;telecom;100.64
2025-03-12;Larkspur Media;telecom;500.69
2025-11-25;Harbor Logistics;telecom;1381.00
2025-12-05;Northwind Supplies;rent;2008.99
2025-04-30;Harbor Logistics;repairs;747.27
2025-07-19;Granite Works Ltd;software;9625.99
2025-04-10;Harbor Logistics;rent;4621.00
2025-01-22;Beacon Print Co;stationery;8235.86
2025-05-10;Harbor Logistics;advertising;4660.00
2025-01-30;Larkspur Media;training;2500.00
2025-05-07;Beacon Print Co;training;5808.69
2025-11-07;Kestrel Software;logistics;4596.99
2025-04-15;Northwind Supplies;telecom;1660.83
2025-11-06;Harbor Logistics;telecom;3000.99
2025-08-06;Delta Facilities;travel;4590.75
2025-10-05;Beacon Print Co;advertising;4970.00
2025-10-22;Copperfield Repairs;telecom;819.00
2025-07-02;Granite Works Ltd;repairs;2500.00
2025-05-05;Delta Facilities;travel;4567.50
2025-04-28;Harbor Logistics;training;8981.99
2025-11-13;Kestrel Software;travel;3394.50
2025-11-17;Kestrel Software;logistics;1000.00
2025-12-09;Larkspur Media;advertising;2500.86
2025-08-05;Atlas Freight;logistics;1205.50
2025-04-20;Harbor Logistics;logistics;1500.99
2025-08-11;Larkspur Media;software;9950.50
2025-06-23;Beacon Print Co;logistics;100.80
2025-02-22;Copperfield Repairs;logistics;8353.50
2025-07-05;Harbor Logistics;travel;250.00
2025-06-22;Northwind Supplies;repairs;5506.50
2025-03-09;Atlas Freight;rent;6943.00
2025-01-14;Northwind Supplies;software;4598.99
2025-11-08;Larkspur Media;telecom;2000.99
2025-07-25;Kestrel Software;logistics;4691.86
2025-08-25;Copperfield Repairs;repairs;4713.50
2025-11-26;Northwind Supplies;telecom;4590.00
2025-08-07;Delta Facilities;repairs;2000.00
2025-10-15;Atlas Freight;travel;100.00
2025-01-19;Copperfield Repairs;repairs;3890.99
2025-06-05;Beacon Print Co;travel;936.00
2025-12-29;Kestrel Software;stationery;894.50
2025-09-19;Granite Works Ltd;travel;4932.13
2025-01-19;Beacon Print Co;training;802.50
2025-12-15;Granite Works Ltd;advertising;123.99
2025-05-20;Delta Facilities;telecom;5000.00
2025-09-05;Copperfield Repairs;telecom;300.00
2025-12-12;Northwind Supplies;training;3000.00
2025-07-03;Beacon Print Co;rent;2500.99
2025-04-30;Delta Facilities;training;6510.00
2025-01-24;Copperfield Repairs;rent;7981.99
2025-08-08;Delta Facilities;travel;6757.00
2025-08-18;Pinemark Services;stationery;8516.64
2025-08-14;Beacon Print Co;repairs;500.00
2025-05-25;Atlas Freight;repairs;2428.99
2025-02-06;Kestrel Software;training;4500.00
2025-06-04;Granite Works Ltd;training;4616.00
2025-07-26;Delta Facilities;rent;9744.00
2025-02-16;Larkspur Media;telecom;4757.00
2025-07-12;Larkspur Media;training;4443.04
2025-02-11;Granite Works Ltd;travel;9082.00
2025-01-22;Delta Facilities;training;9754.00
2025-03-18;Beacon Print Co;stationery;2774.00
2025-11-04;Pinemark Services;travel;8901.99
2025-06-13;Atlas Freight;rent;5042.50
2025-09-30;Delta Facilities;repairs;2650.40
2025-05-04;Harbor Logistics;travel;4937.99
2025-11-25;Pinemark Services;stationery;4840.00
2025-12-21;Beacon Print Co;rent;100.00
2025-03-10;Copperfield Repairs;rent;533.00
2025-08-19;Granite Works Ltd;advertising;250.00
2025-07-29;Harbor Logistics;logistics;3137.00
2025-04-14;Kestrel Software;telecom;9846.00
2025-10-24;Larkspur Media;software;7593.00
2025-02-13;Northwind Supplies;logistics;743.00
2025-09-09;Copperfield Repairs;rent;4880.00
2025-05-02;Granite Works Ltd;stationery;4040.00
2025-09-29;Kestrel Software;training;1481.00
2025-07-24;Delta Facilities;advertising;4564.99
2025-09-15;Northwind Supplies;software;4766.99
2025-05-25;Larkspur Media;stationery;4247.50
2025-07-14;Granite Works Ltd;software;150.00
2025-12-19;Pinemark Services;training;6000.00
2025-11-12;Beacon Print Co;software;7955.50
2025-10-20;Northwind Supplies;training;4559.50
2025-09-20;Pinemark Services;rent;4174.00
2025-01-06;Delta Facilities;travel;4434.99
2025-05-19;Kestrel Software;repairs;750.00
2025-03-23;Harbor Logistics;software;6796.99
2025-10-17;Granite Works Ltd;advertising;1330.00
2025-12-19;Atlas Freight;rent;4429.99
2025-01-03;Larkspur Media;stationery;4874.50
2025-07-24;Beacon Print Co;telecom;3000.05
2025-04-02;Northwind Supplies;logistics;4257.50
2025-01-26;Larkspur Media;software;8158.00
2025-05-15;Beacon Print Co;travel;3487.74
2025-03-17;Larkspur Media;logistics;9022.00
2025-12-09;Granite Works Ltd;telecom;5937.00
2025-05-01;Northwind Supplies;repairs;1935.00
2025-07-15;Pinemark Services;repairs;2734.93
2025-06-19;Northwind Supplies;telecom;2520.00
2025-03-27;Beacon Print Co;rent;2686.99
2025-07-21;Harbor Logistics;training;500.00
2025-05-21;Copperfield Repairs;rent;8937.82
2025-08-09;Harbor Logistics;logistics;4470.74
2025-09-16;Harbor Logistics;travel;4749.50
2025-10-27;Beacon Print Co;logistics;250.00
2025-06-02;Pinemark Services;training;4779.99
2025-06-04;Copperfield Repairs;software;4843.07
2025-12-22;Copperfield Repairs;software;7021.68
2025-03-01;Kestrel Software;advertising;4527.00
2025-03-11;Delta Facilities;training;500.20
2025-12-05;Pinemark Services;advertising;100.00
2025-07-22;Granite Works Ltd;repairs;7500.00
2025-04-12;Atlas Freight;repairs;1874.00
2025-02-15;Larkspur Media;repairs;750.99
2025-08-02;Harbor Logistics;telecom;3397.99
2025-06-18;Larkspur Media;logistics;4511.00
2025-07-20;Kestrel Software;rent;4413.51
2025-03-01;Kestrel Software;logistics;4484.00
2025-07-22;Granite Works Ltd;software;133.00
2025-09-05;Beacon Print Co;telecom;2500.00
2025-09-09;Atlas Freight;travel;50.00
2025-12-27;Larkspur Media;advertising;8588.99
2025-01-29;Delta Facilities;stationery;5553.50
2025-02-01;Copperfield Repairs;repairs;6312.00
2025-09-25;Northwind Supplies;stationery;4983.99
2025-11-03;Kestrel Software;travel;1000.00
2025-07-09;Granite Works Ltd;stationery;4865.50
2025-01-20;Pinemark Services;software;7191.99
2025-06-24;Copperfield Repairs;rent;233.99
2025-03-07;Beacon Print Co;telecom;200.50
2025-05-12;Atlas Freight;software;5770.50
2025-12-07;Pinemark Services;rent;6000.00
2025-04-11;Granite Works Ltd;rent;4071.50
2025-04-07;Northwind Supplies;travel;7345.99
2025-11-13;Copperfield Repairs;travel;4973.54
2025-09-13;Kestrel Software;rent;50.00
2025-02-02;Kestrel Software;travel;4409.00
2025-02-03;Atlas Freight;repairs;7054.99
2025-01-25;Northwind Supplies;logistics;4545.99
2025-01-21;Copperfield Repairs;software;4719.00
2025-02-27;Atlas Freight;stationery;4779.00
2025-07-17;Delta Facilities;software;100.00
2025-03-30;Delta Facilities;telecom;750.99
2025-04-20;Larkspur Media;travel;4913.00
2025-01-23;Harbor Logistics;repairs;2000.00
2025-12-24;Northwind Supplies;travel;50.50
2025-09-26;Northwind Supplies;training;4583.00
2025-07-20;Copperfield Repairs;stationery;2898.50
2025-09-13;Northwind Supplies;stationery;4309.00
2025-04-02;Beacon Print Co;rent;4490.00
2025-07-26;Beacon Print Co;telecom;4805.92
2025-11-24;Kestrel Software;telecom;100.50
2025-03-10;Delta Facilities;rent;7266.99
2025-10-12;Atlas Freight;software;4972.00
2025-12-30;Atlas Freight;advertising;9446.64
2025-11-27;Pinemark Services;rent;1901.00
2025-12-07;Larkspur Media;repairs;7800.15
2025-11-08;Larkspur Media;repairs;4566.50
2025-01-29;Harbor Logistics;repairs;6207.00
2025-06-02;Harbor Logistics;software;9371.00
2025-09-19;Pinemark Services;software;100.50
2025-10-26;Copperfield Repairs;telecom;1639.99
2025-07-05;Delta Facilities;repairs;1530.00
2025-01-07;Copperfield Repairs;training;6005.00
2025-12-14;Pinemark Services;software;2000.54
2025-11-01;Beacon Print Co;repairs;5888.99
2025-07-23;Northwind Supplies;telecom;2500.25
2025-04-15;Atlas Freight;advertising;6000.50
2025-10-19;Harbor Logistics;software;2957.00
2025-05-09;Pinemark Services;advertising;2500.99
2025-05-01;Kestrel Software;telecom;4865.99
2025-05-12;Kestrel Software;software;4632.00
2025-08-17;Granite Works Ltd;repairs;3880.79
2025-12-04;Copperfield Repairs;logistics;4987.00
2025-07-26;Kestrel Software;software;3281.00
2025-04-19;Larkspur Media;logistics;1508.99
2025-10-26;Delta Facilities;advertising;6330.00
2025-06-25;Larkspur Media;training;4659.00
2025-10-06;Kestrel Software;software;4509.00
2025-01-02;Larkspur Media;training;6000.00
2025-04-18;Granite Works Ltd;travel;4479.99
2025-02-16;Beacon Print Co;rent;4663.50
2025-01-04;Delta Facilities;stationery;9183.50
2025-08-02;Harbor Logistics;telecom;9816.99
2025-07-26;Atlas Freight;advertising;5799.70
2025-02-08;Delta Facilities;training;500.50
2025-09-02;Pinemark Services;rent;8620.50
2025-03-30;Beacon Print Co;rent;4518.57
2025-10-14;Granite Works Ltd;advertising;4816.99
2025-04-04;Pinemark Services;telecom;6133.50
2025-04-15;Beacon Print Co;travel;812.99
2025-06-13;Harbor Logistics;software;4171.50
2025-01-29;Atlas Freight;logistics;4749.99
2025-10-17;Atlas Freight;rent;4479.50
2025-03-09;Larkspur Media;software;4709.00
2025-04-08;Harbor Logistics;stationery;4691.49
2025-12-06;Pinemark Services;repairs;9309.00
2025-04-03;Copperfield Repairs;stationery;4700.00
2025-10-19;Kestrel Software;stationery;3932.00
2025-03-25;Kestrel Software;software;7790.50
2025-06-18;Larkspur Media;travel;8526.50
2025-09-16;Northwind Supplies;logistics;4779.00
2025-05-03;Larkspur Media;travel;1395.00
2025-07-21;Copperfield Repairs;logistics;3006.99
2025-03-11;Harbor Logistics;advertising;4456.00
2025-09-27;Atlas Freight;travel;9295.99
2025-02-03;Pinemark Services;travel;1987.88
2025-06-12;Copperfield Repairs;repairs;1500.50
2025-08-15;Atlas Freight;rent;6038.00
2025-12-05;Northwind Supplies;travel;4319.00
2025-08-30;Atlas Freight;repairs;3000.50
2025-07-29;Pinemark Services;training;2000.74
2025-10-30;Delta Facilities;advertising;6550.50
2025-11-23;Delta Facilities;rent;4523.00
2025-10-27;Granite Works Ltd;software;50.00
2025-08-02;Kestrel Software;advertising;1500.99
2025-10-30;Atlas Freight;stationery;150.00
2025-05-18;Harbor Logistics;software;3000.00
2025-06-21;Atlas Freight;travel;4500.00
2025-06-21;Pinemark Services;rent;5147.99
2025-02-28;Northwind Supplies;telecom;7500.21
2025-11-25;Kestrel Software;training;4617.37
2025-03-12;Larkspur Media;travel;300.99
2025-03-09;Atlas Freight;rent;4496.14
2025-04-19;Copperfield Repairs;rent;8499.00
2025-07-30;Northwind Supplies;rent;7013.00
2025-03-30;Copperfield Repairs;telecom;9067.50
2025-03-25;Kestrel Software;logistics;4782.00
2025-07-10;Granite Works Ltd;rent;9905.99
2025-12-11;Delta Facilities;rent;4299.00
2025-08-30;Granite Works Ltd;logistics;8922.00
2025-01-09;Atlas Freight;training;4686.00
2025-03-06;Copperfield Repairs;advertising;9692.36
2025-06-25;Atlas Freight;advertising;8832.00
2025-05-19;Copperfield Repairs;training;50.00
2025-10-01;Delta Facilities;telecom;50.00
2025-11-22;Granite Works Ltd;rent;6372.00
2025-11-16;Atlas Freight;software;500.99
2025-01-23;Beacon Print Co;logistics;939.50
2025-10-26;Pinemark Services;advertising;8139.50
2025-07-10;Northwind Supplies;telecom;4930.00
2025-11-09;Northwind Supplies;training;1660.11
2025-02-04;Granite Works Ltd;training;9096.00
2025-07-24;Harbor Logistics;logistics;9180.50
2025-01-14;Delta Facilities;advertising;100.00
2025-06-26;Harbor Logistics;stationery;8674.00
2025-07-30;Northwind Supplies;logistics;7685.00
2025-04-09;Atlas Freight;rent;4913.99
2025-05-20;Larkspur Media;advertising;4003.50
2025-08-26;Beacon Print Co;training;7504.00
2025-03-22;Delta Facilities;travel;6000.00
2025-06-17;Copperfield Repairs;telecom;5467.00
2025-02-09;Harbor Logistics;telecom;307.00
2025-07-13;Harbor Logistics;training;4068.24
2025-06-22;Harbor Logistics;software;4613.00
2025-04-02;Beacon Print Co;software;2940.11
2025-05-09;Larkspur Media;training;6341.99
2025-12-01;Delta Facilities;travel;1500.09
2025-03-23;Northwind Supplies;stationery;8720.99
2025-09-04;Copperfield Repairs;telecom;7935.11
2025-06-10;Beacon Print Co;repairs;580.79
2025-01-26;Delta Facilities;software;200.96
2025-11-07;Copperfield Repairs;telecom;9420.99
2025-06-05;Larkspur Media;rent;2181.00
2025-06-09;Harbor Logistics;advertising;4653.99
2025-04-07;Larkspur Media;training;6188.00
2025-10-22;Delta Facilities;software;4744.00
2025-05-01;Beacon Print Co;advertising;4518.99
2025-12-08;Pinemark Services;advertising;7720.99
2025-02-03;Pinemark Services;repairs;2000.00
2025-03-31;Kestrel Software;advertising;9010.00
2025-05-12;Delta Facilities;training;7857.50
2025-10-27;Northwind Supplies;training;7188.99
2025-08-18;Atlas Freight;telecom;1500.50
2025-05-22;Pinemark Services;training;5000.27
2025-05-03;Beacon Print Co;repairs;1311.00
2025-04-26;Copperfield Repairs;logistics;5748.80
2025-01-10;Pinemark Services;advertising;100.00
2025-01-30;Granite Works Ltd;travel;1137.00
2025-05-22;Kestrel Software;repairs;4597.00
2025-05-15;Northwind Supplies;repairs;1000.99
2025-07-02;Atlas Freight;repairs;1500.99
2025-10-12;Kestrel Software;telecom;7114.99
2025-10-09;Northwind Supplies;repairs;4743.50
2025-07-17;Atlas Freight;advertising;1500.00
2025-05-05;Kestrel Software;travel;6221.00
2025-09-16;Beacon Print Co;advertising;7312.50
2025-03-07;Kestrel Software;training;7263.50
2025-12-21;Atlas Freight;travel;421.71
2025-02-14;Copperfield Repairs;software;4816.00
2025-12-27;Delta Facilities;telecom;6924.99
2025-02-27;Granite Works Ltd;stationery;8597.50
2025-12-31;Larkspur Media;telecom;1704.50
2025-01-25;Copperfield Repairs;rent;1500.10
2025-10-27;Beacon Print Co;travel;6386.00
2025-12-11;Copperfield Repairs;telecom;7690.50
2025-03-10;Atlas Freight;repairs;827.00
2025-04-15;Pinemark Services;telecom;4542.99
2025-11-20;Beacon Print Co;travel;1084.99
2025-07-09;Beacon Print Co;training;2218.99
2025-10-16;Kestrel Software;stationery;5278.52
2025-06-06;Northwind Supplies;repairs;7250.99
2025-03-27;Atlas Freight;travel;5180.00
2025-03-14;Kestrel Software;telecom;3320.50
2025-03-10;Granite Works Ltd;travel;7133.00
2025-07-02;Pinemark Services;telecom;2000.00
2025-05-23;Beacon Print Co;rent;4682.00
2025-06-14;Larkspur Media;travel;9431.50
2025-07-17;Copperfield Repairs;advertising;4830.00
2025-04-23;Northwind Supplies;logistics;811.99
2025-07-20;Pinemark Services;travel;5847.00
2025-12-28;Kestrel Software;software;1017.99
2025-08-31;Delta Facilities;repairs;4814.99
2025-03-09;Copperfield Repairs;travel;7500.00
2025-01-27;Pinemark Services;logistics;4607.00
2025-02-02;Pinemark Services;rent;300.50
2025-09-28;Granite Works Ltd;travel;250.99
2025-01-08;Granite Works Ltd;repairs;4513.00
2025-09-08;Beacon Print Co;advertising;1684.58
2025-01-17;Kestrel Software;software;8281.50
2025-12-09;Harbor Logistics;advertising;6800.00
2025-03-25;Copperfield Repairs;training;100.99
2025-03-22;Northwind Supplies;travel;4499.00
2025-04-21;Delta Facilities;training;4536.05
2025-08-10;Harbor Logistics;travel;2547.99
2025-07-17;Copperfield Repairs;travel;4734.00
2025-11-16;Larkspur Media;travel;1078.99
2025-07-26;Kestrel Software;travel;2815.80
2025-12-29;Delta Facilities;stationery;3000.01
2025-01-06;Harbor Logistics;logistics;1000.50
2025-07-09;Pinemark Services;advertising;9248.00
2025-11-29;Kestrel Software;travel;3133.00
2025-04-29;Pinemark Services;rent;7859.00
2025-09-21;Larkspur Media;stationery;5407.00
2025-08-04;Kestrel Software;travel;750.00
2025-08-23;Harbor Logistics;telecom;2000.50
2025-11-29;Larkspur Media;travel;50.00
2025-07-26;Kestrel Software;rent;50.00
2025-03-30;Atlas Freight;logistics;175.00
2025-01-31;Harbor Logistics;travel;156.99
2025-10-05;Pinemark Services;telecom;7273.50
2025-09-14;Atlas Freight;advertising;4790.00
